cod_municipio;y_proporcao_esgoto;x1_alfabetizacao;x2_densidade;x3_agua;x4_lixo;x5_metropolitana
3521507;0,917919544900447;0,9303;26,66;0,910199106054449;0,975213327915482;0
3521606;0,892796610169492;0,9407;33,04;0,900423728813559;0,916949152542373;0
3521705;0,664262697560227;0,9473;16,34;0,698480896117846;0,889212827988338;0
3521804;0,804270051933064;0,9405;23,04;0,818465089440277;0,939757645701096;0
3521903;0,887226512226512;0,9568;33,84;0,880469755469755;0,919884169884170;0
3522000;0,783473603672532;0,9482;15,71;0,765876052027544;0,921958684009181;0
3522109;0,631446001334477;0,9594;186,93;0,934610618625489;0,978719855113907;0
3522158;0,317749603803487;0,9008;18,70;0,699683042789223;0,972266244057052;0
3522208;0,635009072081814;0,9555;1051,61;0,908399464838810;0,987262430584829;1
3522307;0,900489486131226;0,9689;88,18;0,941628320530918;0,985040423854657;0
3522406;0,806376483177541;0,9564;49,13;0,889654738299814;0,966355081358386;0
3522505;0,820005378447096;0,9632;2810,34;0,965626833561510;0,990355466458048;1
3522604;0,934389312977099;0,9658;138,93;0,931488549618321;0,994160305343511;0
3522653;0,602309172546504;0,9012;10,59;0,719692110327133;0,870429762668377;0
3522703;0,933337777481501;0,9518;39,62;0,933671088594094;0,951269915338977;0
3522802;0,757326182723616;0,9248;27,73;0,823980080444359;0,884504884121816;0
3522901;0,966098125921247;0,9491;97,55;0,965045272688987;0,989471467677406;0
3523008;0,784210526315789;0,9333;13,19;0,842763157894737;0,969736842105263;0
3523107;0,766166669395909;0,9531;4469,45;0,979473365320058;0,995979825437634;1
3523206;0,889803328290469;0,9565;44,27;0,944326777609682;0,975310136157337;0
3523305;0,672444287230279;0,9393;56,74;0,772373540856031;0,936505129112133;0
3523404;0,863360000000000;0,9743;377,29;0,923108571428571;0,997280000000000;0
3523503;0,877178423236515;0,9400;19,46;0,895269709543568;0,979419087136929;0
